POS,frequency of heterozygosity,total reads,coverage,,
58356,169,1115,0.151569507,,
60244,169,994,0.170020121,,
64290,169,1027,0.164556962,,
71207,169,1205,0.140248963,,
80440,169,1065,0.158685446,,
80723,169,1050,0.160952381,,
83947,169,986,0.171399594,,
85844,169,1171,0.144321093,,
88505,169,1072,0.157649254,,
96217,169,1094,0.154478976,,
103552,169,1222,0.138297872,,
106143,169,1032,0.16375969,,
122629,169,1019,0.165848871,,
145562,169,1114,0.151705566,,
224747,169,1001,0.168831169,,
227289,169,1031,0.163918526,,
242139,169,1445,0.116955017,,
281327,169,1003,0.168494516,,
354889,169,1144,0.147727273,,
361942,169,1208,0.139900662,,
374903,169,1030,0.16407767,,
382229,169,1012,0.166996047,,
387304,169,1006,0.167992048,,
388902,169,934,0.180942184,,
557109,169,1005,0.168159204,,
567129,169,927,0.182308522,,
574445,169,1066,0.158536585,,
653143,169,991,0.170534813,,
677658,169,1143,0.147856518,,
679834,169,1135,0.148898678,,
685708,169,1228,0.13762215,,
694079,169,894,0.189038031,,
696145,169,1154,0.14644714,,
711924,169,1049,0.161105815,,
713108,169,1066,0.158536585,,
720440,169,976,0.173155738,,
722348,169,961,0.175858481,,
729398,169,882,0.191609977,,
766047,169,1050,0.160952381,,
780966,169,1041,0.1623439,,
793089,169,1085,0.155760369,,
866949,169,908,0.186123348,,
870699,169,1088,0.155330882,,
914902,169,907,0.186328556,,
931376,169,955,0.176963351,,
931527,169,973,0.17368962,,
960058,169,1118,0.151162791,,
960101,169,1083,0.156048015,,
997472,169,1101,0.153496821,,
1008843,169,1081,0.156336725,,
1011970,169,1034,0.16344294,,
1052996,169,1180,0.143220339,,
1058864,169,1406,0.120199147,,
1148435,169,1114,0.151705566,,
1267989,169,1104,0.15307971,,
1279875,169,997,0.169508526,,
1295100,169,1079,0.156626506,,
1332400,169,1040,0.1625,,
1332857,169,1087,0.155473781,,
1368825,169,1026,0.164717349,,
1402144,169,988,0.171052632,,
1403082,169,1138,0.148506151,,
1405144,169,1029,0.164237123,,
1418091,169,1063,0.158984008,,
1431809,169,1096,0.15419708,,
1442843,169,1092,0.154761905,,
1450998,169,1283,0.131722525,,
1464119,169,1067,0.158388004,,
1468935,169,970,0.174226804,,
1469311,169,1023,0.165200391,,
1499382,169,1287,0.131313131,,
1511348,169,995,0.169849246,,
1517934,169,959,0.176225235,,
46818,170,1141,0.148992112,,
55070,170,1064,0.159774436,,
60121,170,1044,0.162835249,,
66552,170,898,0.189309577,,
79474,170,878,0.193621868,,
79600,170,963,0.176531672,,
83178,170,972,0.174897119,,
83206,170,946,0.179704017,,
157918,170,1268,0.134069401,,
158023,170,1007,0.168818272,,
164281,170,946,0.179704017,,
183975,170,979,0.173646578,,
185567,170,1117,0.152193375,,
213539,170,1009,0.168483647,,
249579,170,1002,0.169660679,,
283794,170,947,0.179514256,,
294790,170,1024,0.166015625,,
330985,170,966,0.175983437,,
339988,170,1006,0.168986083,,
341423,170,1478,0.115020298,,
423912,170,1084,0.156826568,,
541985,170,929,0.182992465,,
653208,170,1068,0.15917603,,
658469,170,1034,0.164410058,,
658682,170,1240,0.137096774,,
681246,170,1165,0.145922747,,
710109,170,1096,0.155109489,,
710277,170,1150,0.147826087,,
712859,170,1233,0.137875101,,
727685,170,1046,0.162523901,,
802129,170,889,0.191226097,,
867546,170,925,0.183783784,,
912355,170,887,0.191657272,,
913833,170,1194,0.142378559,,
949910,170,1231,0.138099106,,
972540,170,963,0.176531672,,
1003376,170,1094,0.155393053,,
1059459,170,1353,0.125646711,,
1145235,170,974,0.174537988,,
1148689,170,978,0.173824131,,
1252027,170,1186,0.143338954,,
1252300,170,972,0.174897119,,
1261102,170,1057,0.160832545,,
1311986,170,1079,0.15755329,,
1341991,170,958,0.177453027,,
1398909,170,1259,0.1350278,,
1417509,170,979,0.173646578,,
1447474,170,941,0.180658874,,
1467713,170,1063,0.159924741,,
1474679,170,940,0.180851064,,
1488034,170,969,0.175438596,,
1488754,170,991,0.171543895,,
1510422,170,1109,0.153291253,,
38098,171,988,0.173076923,,
46115,171,1294,0.132148377,,
53596,171,1211,0.141205615,,
68720,171,1120,0.152678571,,
74701,171,1030,0.166019417,,
86165,171,1233,0.138686131,,
111349,171,1055,0.162085308,,
164580,171,1005,0.170149254,,
196014,171,1057,0.161778619,,
217691,171,967,0.176835574,,
227285,171,1073,0.159366263,,
232777,171,1082,0.158040665,,
249541,171,1108,0.15433213,,
255364,171,910,0.187912088,,
266739,171,1037,0.164898746,,
268714,171,944,0.181144068,,
285994,171,1087,0.157313707,,
288760,171,1115,0.153363229,,
289439,171,979,0.174668029,,
291726,171,1044,0.163793103,,
297499,171,1144,0.149475524,,
302207,171,1291,0.132455461,,
352540,171,1191,0.143576826,,
354238,171,1070,0.159813084,,
358989,171,1072,0.159514925,,
408095,171,1101,0.155313351,,
423202,171,988,0.173076923,,
437881,171,1190,0.143697479,,
485672,171,902,0.189578714,,
598656,171,1051,0.162702188,,
608354,171,1062,0.161016949,,
620090,171,1039,0.164581328,,
630898,171,1203,0.142144638,,
636564,171,1000,0.171,,
638458,171,1071,0.159663866,,
643256,171,893,0.191489362,,
663960,171,1189,0.143818335,,
667473,171,981,0.174311927,,
683805,171,1139,0.150131694,,
723847,171,941,0.181721573,,
782125,171,1106,0.154611212,,
802553,171,1410,0.121276596,,
811032,171,1093,0.156450137,,
815034,171,910,0.187912088,,
836148,171,1109,0.154192967,,
849735,171,957,0.178683386,,
850450,171,941,0.181721573,,
917149,171,1284,0.13317757,,
949927,171,1221,0.14004914,,
979529,171,1167,0.146529563,,
980919,171,1177,0.145284622,,
1009761,171,941,0.181721573,,
1341794,171,1104,0.154891304,,
1364702,171,1040,0.164423077,,
1398006,171,1057,0.161778619,,
1401279,171,1175,0.145531915,,
1401288,171,1175,0.145531915,,
1401289,171,1162,0.147160069,,
1402910,171,937,0.182497332,,
1405047,171,1076,0.158921933,,
1442375,171,1151,0.148566464,,
1459601,171,1176,0.145408163,,
1486166,171,1132,0.151060071,,
1486178,171,1144,0.149475524,,
1502908,171,1089,0.157024793,,
21255,172,1124,0.153024911,,
22312,172,1105,0.155656109,,
22513,172,1171,0.146883006,,
57189,172,1392,0.123563218,,
57234,172,988,0.174089069,,
60151,172,969,0.17750258,,
63528,172,998,0.172344689,,
70254,172,1077,0.159702878,,
81145,172,1177,0.14613424,,
119718,172,1203,0.142975894,,
122596,172,1089,0.157943067,,
128571,172,1385,0.124187726,,
131512,172,1052,0.163498099,,
131625,172,1023,0.168132942,,
132120,172,997,0.172517553,,
153457,172,1137,0.151275286,,
212036,172,1056,0.162878788,,
212222,172,1012,0.169960474,,
229467,172,1193,0.14417435,,
235604,172,1090,0.157798165,,
258250,172,954,0.180293501,,
266733,172,994,0.173038229,,
299200,172,1067,0.161199625,,
337582,172,1015,0.169458128,,
543539,172,1074,0.160148976,,
552735,172,1006,0.170974155,,
564875,172,1028,0.167315175,,
681959,172,1324,0.129909366,,
681960,172,1331,0.129226146,,
687632,172,1063,0.161806209,,
687643,172,1057,0.162724693,,
699280,172,1078,0.159554731,,
712857,172,1241,0.138597905,,
754564,172,1109,0.15509468,,
778992,172,966,0.17805383,,
823198,172,1110,0.154954955,,
845309,172,1139,0.151009658,,
845567,172,1033,0.166505324,,
935384,172,1065,0.161502347,,
949961,172,1028,0.167315175,,
957495,172,1053,0.16334283,,
960721,172,1159,0.148403796,,
973182,172,1138,0.151142355,,
1053228,172,1100,0.156363636,,
1174611,172,1095,0.157077626,,
1235594,172,1012,0.169960474,,
1259648,172,1020,0.168627451,,
1286562,172,989,0.173913043,,
1309620,172,1021,0.168462292,,
1414537,172,1186,0.145025295,,
1420669,172,1090,0.157798165,,
1447808,172,1118,0.153846154,,
1448315,172,1006,0.170974155,,
1467118,172,1094,0.157221207,,
1487490,172,1261,0.136399683,,
19897,173,1143,0.15135608,,
65233,173,1090,0.158715596,,
76025,173,1208,0.143211921,,
77053,173,983,0.175991862,,
80483,173,1071,0.161531279,,
83205,173,944,0.183262712,,
159320,173,1340,0.129104478,,
213169,173,1198,0.144407346,,
217745,173,1019,0.169774289,,
219175,173,1019,0.169774289,,
291387,173,937,0.184631804,,
341033,173,1104,0.156702899,,
347851,173,1041,0.166186359,,
374546,173,1041,0.166186359,,
407552,173,1261,0.137192704,,
423046,173,1033,0.167473379,,
445472,173,1098,0.157559199,,
500594,173,1106,0.15641953,,
570106,173,1185,0.145991561,,
578728,173,1150,0.150434783,,
640051,173,1248,0.138621795,,
663915,173,1333,0.129782446,,
683812,173,1144,0.151223776,,
716374,173,1052,0.164448669,,
717377,173,1203,0.143807149,,
733535,173,1028,0.168287938,,
764844,173,1023,0.169110459,,
810702,173,865,0.2,,
832353,173,1138,0.15202109,,
963910,173,1092,0.158424908,,
1008848,173,1185,0.145991561,,
1144083,173,995,0.173869347,,
1151001,173,1240,0.139516129,,
1182010,173,1068,0.161985019,,
1240320,173,1260,0.137301587,,
1259896,173,1134,0.152557319,,
1271755,173,1071,0.161531279,,
1287842,173,1008,0.171626984,,
1309649,173,1082,0.159889094,,
1312268,173,1140,0.151754386,,
1382307,173,1246,0.138844302,,
1401563,173,976,0.177254098,,
1404826,173,1025,0.168780488,,
1407251,173,1215,0.142386831,,
1462630,173,933,0.185423365,,
1488084,173,1066,0.162288931,,
1518694,173,1093,0.158279963,,
1522755,173,1259,0.137410643,,
34267,174,1142,0.152364273,,
71168,174,1101,0.158038147,,
74712,174,1063,0.163687676,,
82290,174,1223,0.142273099,,
94379,174,1141,0.152497809,,
106306,174,966,0.180124224,,
122163,174,1057,0.16461684,,
157969,174,1169,0.148845167,,
158032,174,1129,0.154118689,,
242179,174,1580,0.110126582,,
249432,174,1290,0.134883721,,
280976,174,1090,0.159633028,,
329366,174,897,0.193979933,,
348778,174,1230,0.141463415,,
405938,174,1179,0.147582697,,
446498,174,1247,0.139534884,,
496941,174,1056,0.164772727,,
544447,174,1123,0.154942119,,
551587,174,1154,0.150779896,,
557113,174,1042,0.166986564,,
560715,174,994,0.175050302,,
567805,174,1022,0.170254403,,
568871,174,1220,0.142622951,,
585358,174,1076,0.161710037,,
585467,174,1108,0.157039711,,
602339,174,1146,0.151832461,,
682165,174,1011,0.172106825,,
693184,174,1066,0.163227017,,
694033,174,1064,0.163533835,,
716407,174,1121,0.155218555,,
838835,174,1026,0.169590643,,
867821,174,1023,0.170087977,,
963747,174,1226,0.141924959,,
980652,174,1073,0.162162162,,
1007414,174,1289,0.134988363,,
1039745,174,1228,0.141693811,,
1055660,174,1019,0.170755643,,
1149368,174,979,0.17773238,,
1149565,174,1140,0.152631579,,
1174695,174,1183,0.147083686,,
1289376,174,1197,0.145363409,,
1298829,174,1048,0.166030534,,
1305496,174,1211,0.143682907,,
1322306,174,1066,0.163227017,,
1400952,174,1228,0.141693811,,
1406526,174,1132,0.153710247,,
1424583,174,1081,0.160962072,,
1452255,174,1111,0.156615662,,
1462394,174,987,0.176291793,,
1473233,174,1117,0.155774396,,
1485530,174,1310,0.132824427,,
21337,175,1320,0.132575758,,
22253,175,1086,0.161141805,,
63300,175,1178,0.148556876,,
63839,175,1195,0.146443515,,
80454,175,1167,0.149957155,,
94137,175,1126,0.155417407,,
103532,175,1247,0.140336808,,
109828,175,979,0.17875383,,
115009,175,1013,0.172754195,,
196443,175,1130,0.154867257,,
197883,175,927,0.188781014,,
290367,175,1057,0.165562914,,
291018,175,1060,0.16509434,,
296527,175,1127,0.155279503,,
341978,175,1145,0.152838428,,
345769,175,988,0.177125506,,
401117,175,1411,0.124025514,,
433396,175,1271,0.137686861,,
435680,175,1137,0.153913808,,
445993,175,1177,0.148683093,,
446066,175,1137,0.153913808,,
618461,175,1191,0.146935348,,
658775,175,1366,0.128111274,,
667439,175,928,0.188577586,,
687533,175,1110,0.157657658,,
687534,175,1166,0.150085763,,
694587,175,1117,0.156669651,,
743998,175,1231,0.142160845,,
773652,175,1045,0.167464115,,
777389,175,1371,0.127644055,,
790276,175,1262,0.13866878,,
794003,175,945,0.185185185,,
852313,175,1186,0.147554806,,
855709,175,1183,0.147928994,,
930409,175,1068,0.163857678,,
935138,175,950,0.184210526,,
950760,175,1035,0.169082126,,
993336,175,994,0.176056338,,
999505,175,1164,0.150343643,,
1323775,175,1026,0.170565302,,
1349687,175,1126,0.155417407,,
1403689,175,1096,0.159671533,,
1415193,175,1074,0.162942272,,
1423605,175,1256,0.13933121,,
1430118,175,1012,0.172924901,,
1448237,175,1072,0.163246269,,
1460367,175,1016,0.172244094,,
1501555,175,1087,0.16099356,,
1516250,175,1222,0.143207856,,
1519563,175,1120,0.15625,,
20800,176,1121,0.157002676,,
21380,176,1171,0.15029889,,
76795,176,1034,0.170212766,,
78590,176,1307,0.134659526,,
80784,176,1145,0.15371179,,
96663,176,1156,0.152249135,,
121593,176,1165,0.151072961,,
232783,176,1056,0.166666667,,
237570,176,1117,0.157564906,,
241202,176,1286,0.136858476,,
241206,176,1326,0.132730015,,
264370,176,1448,0.121546961,,
295338,176,1041,0.169068204,,
354574,176,1057,0.166508988,,
357802,176,1017,0.173058014,,
375650,176,1223,0.143908422,,
379603,176,1262,0.139461173,,
388815,176,988,0.178137652,,
405797,176,1075,0.16372093,,
411287,176,1016,0.173228346,,
471230,176,1214,0.144975288,,
512762,176,1431,0.122990915,,
545013,176,981,0.179408767,,
571806,176,1213,0.145094806,,
580561,176,1246,0.141252006,,
593642,176,1111,0.158415842,,
640048,176,1312,0.134146341,,
679949,176,1166,0.150943396,,
688353,176,1132,0.155477032,,
697705,176,1085,0.162211982,,
698225,176,1226,0.143556281,,
703386,176,1301,0.135280553,,
725245,176,977,0.180143296,,
783285,176,1054,0.166982922,,
806292,176,1177,0.14953271,,
830103,176,1104,0.15942029,,
832057,176,1085,0.162211982,,
946753,176,1077,0.163416899,,
955831,176,1227,0.143439283,,
956957,176,1169,0.150556031,,
977428,176,1308,0.134556575,,
993020,176,1203,0.146300914,,
993297,176,1036,0.16988417,,
998484,176,1287,0.136752137,,
1039385,176,1305,0.1348659,,
1054527,176,1094,0.160877514,,
1189463,176,971,0.181256437,,
1258239,176,1070,0.164485981,,
1266570,176,1181,0.149026249,,
1291009,176,1413,0.124557679,,
1319011,176,1151,0.152910513,,
1332526,176,1101,0.159854678,,
1340844,176,1106,0.159132007,,
1429123,176,1080,0.162962963,,
1430016,176,1184,0.148648649,,
1452195,176,996,0.176706827,,
24937,177,1033,0.171345595,,
78587,177,1312,0.134908537,,
83514,177,1001,0.176823177,,
83684,177,1020,0.173529412,,
121955,177,907,0.195148842,,
152269,177,1083,0.163434903,,
158137,177,1204,0.147009967,,
167859,177,989,0.178968655,,
202902,177,1262,0.140253566,,
205765,177,908,0.194933921,,
268701,177,968,0.18285124,,
277137,177,1179,0.150127226,,
292500,177,1314,0.134703196,,
296817,177,1027,0.172346641,,
345524,177,1240,0.142741935,,
354130,177,1083,0.163434903,,
385792,177,1067,0.165885661,,
386001,177,928,0.190732759,,
411189,177,1208,0.146523179,,
416109,177,1280,0.13828125,,
423908,177,1134,0.156084656,,
433297,177,1449,0.122153209,,
442273,177,1068,0.165730337,,
482955,177,1019,0.173699706,,
495197,177,1239,0.142857143,,
502726,177,970,0.182474227,,
557161,177,1180,0.15,,
602153,177,1264,0.140031646,,
675810,177,1154,0.153379549,,
675833,177,1154,0.153379549,,
708639,177,1139,0.155399473,,
727008,177,1164,0.152061856,,
730340,177,1050,0.168571429,,
776259,177,1177,0.150382328,,
777638,177,1202,0.147254576,,
833061,177,1146,0.154450262,,
1044571,177,1104,0.160326087,,
1053054,177,1257,0.140811456,,
1055934,177,1020,0.173529412,,
1235582,177,1049,0.168732126,,
1253334,177,1156,0.153114187,,
1295438,177,1058,0.167296786,,
1307667,177,993,0.178247734,,
1312365,177,985,0.179695431,,
1312371,177,957,0.184952978,,
1345632,177,1134,0.156084656,,
1346251,177,1206,0.146766169,,
1386920,177,1135,0.155947137,,
1402134,177,982,0.180244399,,
1414914,177,1000,0.177,,
1445459,177,1377,0.128540305,,
1452420,177,1087,0.162833487,,
1468900,177,980,0.180612245,,
1473269,177,1153,0.153512576,,
1474473,177,864,0.204861111,,
1502550,177,1205,0.146887967,,
1510383,177,1178,0.150254669,,
23305,178,1173,0.151747656,,
60170,178,973,0.182939363,,
61232,178,1237,0.143896524,,
65250,178,1114,0.15978456,,
100317,178,1347,0.132145509,,
114170,178,1079,0.164967563,,
132281,178,1035,0.171980676,,
163869,178,1062,0.167608286,,
218572,178,1086,0.163904236,,
266920,178,1174,0.151618399,,
272848,178,1081,0.16466235,,
292898,178,1195,0.148953975,,
340916,178,1155,0.154112554,,
374541,178,1065,0.16713615,,
383386,178,972,0.183127572,,
386025,178,1007,0.176762661,,
407553,178,1311,0.135774218,,
410477,178,1024,0.173828125,,
416544,178,929,0.191603875,,
425098,178,1117,0.159355416,,
441367,178,1120,0.158928571,,
471249,178,1226,0.145187602,,
471771,178,1111,0.160216022,,
642692,178,1091,0.163153071,,
696745,178,1302,0.13671275,,
696886,178,1223,0.145543745,,
770352,178,1127,0.157941437,,
832597,178,1202,0.148086522,,
847796,178,1112,0.160071942,,
863847,178,1204,0.147840532,,
931013,178,1070,0.16635514,,
950307,178,1119,0.159070599,,
980521,178,1227,0.145069275,,
993078,178,1184,0.150337838,,
1003263,178,1077,0.165273909,,
1151893,178,1186,0.150084317,,
1184776,178,1324,0.134441088,,
1231802,178,998,0.178356713,,
1258923,178,999,0.178178178,,
1266696,178,1171,0.152006832,,
1295106,178,1069,0.166510758,,
1299086,178,1036,0.171814672,,
1342926,178,1097,0.162260711,,
1496788,178,1072,0.166044776,,
1501182,178,1311,0.135774218,,
1514712,178,1179,0.150975403,,
21687,179,1361,0.13152094,,
103509,179,1364,0.131231672,,
115328,179,1018,0.175834971,,
121098,179,1357,0.131908622,,
128361,179,1285,0.139299611,,
200337,179,968,0.184917355,,
211370,179,1037,0.172613308,,
236627,179,1312,0.136432927,,
280697,179,1147,0.156059285,,
328957,179,1099,0.162875341,,
345766,179,1042,0.171785029,,
372855,179,1238,0.144588045,,
416183,179,1286,0.139191291,,
441238,179,1220,0.146721311,,
455618,179,1125,0.159111111,,
485593,179,1177,0.152081563,,
498744,179,1286,0.139191291,,
585317,179,1069,0.167446211,,
593316,179,1184,0.151182432,,
603005,179,1432,0.125,,
632653,179,1020,0.175490196,,
639223,179,1286,0.139191291,,
666159,179,975,0.183589744,,
670636,179,1214,0.147446458,,
674236,179,1430,0.125174825,,
681417,179,1268,0.141167192,,
683768,179,1135,0.157709251,,
694556,179,1163,0.153912296,,
695611,179,1126,0.158969805,,
700614,179,1156,0.154844291,,
707396,179,1192,0.150167785,,
709623,179,1038,0.172447013,,
